edge_id,waveguide_owner_edge_id,kind,source_endpoint,source_wire,source_blocked,target_endpoint,target_wire,target_blocked,source_stage,target_stage
stage:1:w1:waksman_7x7_s1_w1_3.th->waksman_7x7_s2_w1_5.in:w1,input:w1->waksman_7x7_s0_w0_1.add,interstage,waksman_7x7_s1_w1_3.th,1,False,waksman_7x7_s2_w1_5.in,1,False,1,2
stage:1:w2:waksman_7x7_s1_w0_2.drop->waksman_7x7_s2_w2_6.in:w2,input:w2->waksman_7x7_s0_w2_3.in,interstage,waksman_7x7_s1_w0_2.drop,2,False,waksman_7x7_s2_w2_6.in,2,False,1,2
stage:1:w4:waksman_7x7_s1_w4_6.th->waksman_7x7_s2_w0_4.add:w4,input:w4->waksman_7x7_s0_w4_5.in,interstage,waksman_7x7_s1_w4_6.th,4,False,waksman_7x7_s2_w0_4.add,4,False,1,2
stage:0:w5:waksman_7x7_s0_w4_5.drop->waksman_7x7_s2_w1_5.add:w5,input:w5->waksman_7x7_s0_w4_5.add,interstage,waksman_7x7_s0_w4_5.drop,5,False,waksman_7x7_s2_w1_5.add,5,False,0,2
stage:1:w6:waksman_7x7_s1_w4_6.drop->waksman_7x7_s2_w2_6.add:w6,input:w6->waksman_7x7_s1_w4_6.add,interstage,waksman_7x7_s1_w4_6.drop,6,False,waksman_7x7_s2_w2_6.add,6,False,1,2
stage:2:w0:waksman_7x7_s2_w0_4.th->waksman_7x7_s3_w0_2.in:w0,input:w0->waksman_7x7_s0_w0_1.in,interstage,waksman_7x7_s2_w0_4.th,0,False,waksman_7x7_s3_w0_2.in,0,False,2,3
stage:2:w1:waksman_7x7_s2_w1_5.th->waksman_7x7_s3_w1_3.in:w1,input:w1->waksman_7x7_s0_w0_1.add,interstage,waksman_7x7_s2_w1_5.th,1,False,waksman_7x7_s3_w1_3.in,1,False,2,3
stage:2:w2:waksman_7x7_s2_w2_6.th->waksman_7x7_s3_w0_2.add:w2,input:w2->waksman_7x7_s0_w2_3.in,interstage,waksman_7x7_s2_w2_6.th,2,False,waksman_7x7_s3_w0_2.add,2,False,2,3
stage:1:w3:waksman_7x7_s1_w1_3.drop->waksman_7x7_s3_w1_3.add:w3,input:w3->waksman_7x7_s0_w2_3.add,interstage,waksman_7x7_s1_w1_3.drop,3,False,waksman_7x7_s3_w1_3.add,3,False,1,3
stage:3:w0:waksman_7x7_s3_w0_2.th->waksman_7x7_s4_w0_1.in:w0,input:w0->waksman_7x7_s0_w0_1.in,interstage,waksman_7x7_s3_w0_2.th,0,False,waksman_7x7_s4_w0_1.in,0,False,3,4
stage:3:w1:waksman_7x7_s3_w1_3.th->waksman_7x7_s4_w0_1.add:w1,input:w1->waksman_7x7_s0_w0_1.add,interstage,waksman_7x7_s3_w1_3.th,1,False,waksman_7x7_s4_w0_1.add,1,False,3,4
stage:3:w2:waksman_7x7_s3_w0_2.drop->waksman_7x7_s4_w2_3.in:w2,input:w2->waksman_7x7_s0_w2_3.in,interstage,waksman_7x7_s3_w0_2.drop,2,False,waksman_7x7_s4_w2_3.in,2,False,3,4
stage:3:w3:waksman_7x7_s3_w1_3.drop->waksman_7x7_s4_w2_3.add:w3,input:w3->waksman_7x7_s0_w2_3.add,interstage,waksman_7x7_s3_w1_3.drop,3,False,waksman_7x7_s4_w2_3.add,3,False,3,4
stage:2:w4:waksman_7x7_s2_w0_4.drop->waksman_7x7_s4_w4_5.in:w4,input:w4->waksman_7x7_s0_w4_5.in,interstage,waksman_7x7_s2_w0_4.drop,4,False,waksman_7x7_s4_w4_5.in,4,False,2,4
stage:2:w5:waksman_7x7_s2_w1_5.drop->waksman_7x7_s4_w4_5.add:w5,input:w5->waksman_7x7_s0_w4_5.add,interstage,waksman_7x7_s2_w1_5.drop,5,False,waksman_7x7_s4_w4_5.add,5,False,2,4
output:waksman_7x7_s4_w0_1.th->w0,input:w0->waksman_7x7_s0_w0_1.in,output,waksman_7x7_s4_w0_1.th,0,False,O0,0,False,4,
output:waksman_7x7_s4_w0_1.drop->w1,input:w1->waksman_7x7_s0_w0_1.add,output,waksman_7x7_s4_w0_1.drop,1,False,O1,1,False,4,
output:waksman_7x7_s4_w2_3.th->w2,input:w2->waksman_7x7_s0_w2_3.in,output,waksman_7x7_s4_w2_3.th,2,False,O2,2,False,4,
output:waksman_7x7_s4_w2_3.drop->w3,input:w3->waksman_7x7_s0_w2_3.add,output,waksman_7x7_s4_w2_3.drop,3,False,O3,3,False,4,
output:waksman_7x7_s4_w4_5.th->w4,input:w4->waksman_7x7_s0_w4_5.in,output,waksman_7x7_s4_w4_5.th,4,False,O4,4,False,4,
output:waksman_7x7_s4_w4_5.drop->w5,input:w5->waksman_7x7_s0_w4_5.add,output,waksman_7x7_s4_w4_5.drop,5,False,O5,5,False,4,
output:waksman_7x7_s2_w2_6.drop->w6,input:w6->waksman_7x7_s1_w4_6.add,output,waksman_7x7_s2_w2_6.drop,6,False,O6,6,False,2,
