topology,layout,permutation,route_status,paths,routed_paths,failed_paths,drc_violation_count,crossing_count,braid_pair_count,max_pair_crossing_count,repeated_crossing_pairs,topology_wiring_um,physical_wiring_um,wiring_delta_um,topology_worst_il_db,physical_worst_il_db,worst_il_delta_db,avg_il_delta_db,grid_pitch_um,grid_merge_tol_um,min_spacing_um,mrr_keepout_um,port_escape_um,crossing_penalty_um,turn_guard_um,turn_timing_penalty_um,backtrack_penalty_um,hairpin_penalty_um,loss_aware_cost,capped_ripup_bounded_only,prop_loss_db_per_um,bend_loss_db_per_bend,crossing_loss_db_per_cross,repeated_crossing_loss_db,jog_penalty_db,bend_placement_penalty_db,max_astar_pops,ripup_max_astar_pops,local_repair_max_shift_tracks,route_window_max_detour_tracks,effective_route_window_slack_um,grid_margin_tracks,stage_pitch_um,wire_pitch_um,x_start_um,x_end_um,astar_calls,ripup_passes,ripup_passes_executed,early_stop_enabled,early_stopped,n_logical,layer,perm_idx,seed,runtime_s,failure_rate
waksman_5x5,default,3-2-1-4-0,failed,5,4,1,0,14,3,5,I0-I1:5;I0-I2:3;I2-I4:3,3103.000000,4373.092880,1270.092880,2.118898,3.677982,1.559085,1.254796,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,33,6,4,True,True,5,physical,7,42,10.319102,0.2
waksman_5x5,default,4-0-1-2-3,routed,5,5,0,0,22,7,4,I0-I1:3;I1-I2:4;I1-I3:2;I1-I4:2;I2-I3:4;I2-I4:2;I3-I4:2,3103.000000,5700.880476,2597.880476,2.018898,4.364814,2.345916,1.522152,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,10,6,2,True,False,5,physical,8,42,2.971614,0.0
waksman_5x5,default,4-2-0-3-1,routed,5,5,0,0,17,5,3,I0-I1:3;I1-I3:2;I2-I3:2;I2-I4:2;I3-I4:3,3103.000000,5475.026494,2372.026494,2.112531,4.008106,1.895575,1.190811,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,9,6,1,True,False,5,physical,9,42,3.367429,0.0
waksman_5x5,default,1-4-3-2-0,routed,5,5,0,0,19,5,4,I0-I1:2;I0-I2:2;I0-I3:4;I0-I4:3;I2-I3:3,3103.000000,5384.486678,2281.486678,2.061198,3.734391,1.673193,1.264595,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,5,6,1,True,False,5,physical,10,42,1.592549,0.0
waksman_5x5,default,3-1-0-4-2,routed,5,5,0,0,21,6,5,I0-I3:2;I0-I4:3;I1-I2:5;I1-I3:2;I1-I4:2;I2-I3:4,3103.000000,5673.858347,2570.858347,2.118898,4.027889,1.908991,1.438343,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,17,6,2,True,False,5,physical,11,42,6.094434,0.0
waksman_5x5,default,3-2-4-0-1,routed,5,5,0,0,23,6,5,I0-I1:5;I0-I2:4;I0-I3:3;I1-I2:2;I2-I3:3;I3-I4:2,3103.000000,5387.464549,2284.464549,2.067565,4.077982,2.010418,1.392786,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,5,6,1,True,False,5,physical,12,42,1.391483,0.0
waksman_5x5,default,1-2-3-0-4,routed,5,5,0,0,21,8,5,I0-I1:2;I0-I2:2;I0-I3:5;I0-I4:2;I1-I2:2;I1-I4:2;I2-I3:3;I2-I4:2,3103.000000,5522.486678,2419.486678,2.262164,3.939140,1.676976,1.359795,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,7,6,1,True,False,5,physical,13,42,3.220782,0.0
waksman_5x5,default,0-3-4-1-2,failed,5,4,1,0,12,5,3,I0-I1:2;I0-I3:2;I0-I4:2;I1-I4:3;I3-I4:2,3103.000000,4531.632696,1428.632696,2.067565,3.306391,1.238826,1.238566,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,37,6,4,True,True,5,physical,14,42,12.769070,0.2
waksman_5x5,default,2-3-1-0-4,routed,5,5,0,0,25,6,7,I0-I1:4;I0-I2:3;I0-I4:4;I1-I4:2;I2-I3:7;I2-I4:2,3103.000000,5907.318531,2804.318531,2.318164,4.419398,2.101234,1.681727,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,10,6,1,True,False,5,physical,15,42,3.342622,0.0
waksman_5x5,default,3-1-4-0-2,routed,5,5,0,0,24,7,5,I0-I2:2;I0-I3:3;I0-I4:3;I1-I2:2;I1-I3:5;I1-I4:2;I2-I3:5,3103.000000,5722.150384,2619.150384,2.067565,4.593264,2.525699,1.575660,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,17,6,2,True,False,5,physical,16,42,6.396142,0.0
waksman_5x5,default,4-0-1-3-2,routed,5,5,0,0,29,8,6,I0-I1:3;I0-I2:3;I0-I3:3;I1-I2:6;I1-I3:2;I2-I3:6;I2-I4:2;I3-I4:3,3103.000000,5898.734457,2795.734457,1.992531,4.545642,2.553111,1.882294,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,20,6,2,True,False,5,physical,17,42,9.967584,0.0
waksman_5x5,default,2-0-3-4-1,failed,5,4,1,0,17,5,5,I0-I1:5;I0-I2:4;I0-I4:3;I1-I2:2;I1-I4:2,3103.000000,4476.946861,1373.946861,2.118898,3.813233,1.694336,1.507973,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,34,6,4,True,True,5,physical,18,42,12.248765,0.2
waksman_5x5,default,2-4-1-0-3,routed,5,5,0,0,20,5,7,I0-I1:2;I0-I3:3;I0-I4:2;I2-I3:7;I2-I4:2,3103.000000,5644.734457,2541.734457,2.018898,4.279848,2.260950,1.380694,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,15,6,2,True,False,5,physical,19,42,7.558240,0.0
waksman_5x5,default,0-2-3-1-4,routed,5,5,0,0,20,9,3,I0-I1:2;I0-I2:2;I0-I3:2;I0-I4:2;I1-I2:2;I1-I4:2;I2-I3:3;I2-I4:2;I3-I4:2,3103.000000,5337.070751,2234.070751,2.210831,3.606391,1.395560,1.241628,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,7,6,1,True,False,5,physical,20,42,3.284231,0.0
waksman_5x5,default,2-3-0-4-1,routed,5,5,0,0,23,6,6,I0-I1:6;I0-I3:2;I0-I4:5;I1-I3:2;I2-I3:2;I2-I4:2,3103.000000,5616.734457,2513.734457,2.118898,3.981233,1.862336,1.489494,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,9,6,1,True,False,5,physical,21,42,3.371413,0.0
waksman_5x5,default,4-0-2-1-3,routed,5,5,0,0,29,8,6,I0-I1:3;I0-I2:3;I0-I3:3;I1-I2:2;I1-I3:6;I2-I3:5;I2-I4:2;I3-I4:4,3103.000000,5943.858347,2840.858347,2.043864,4.950271,2.906407,1.906343,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,17,6,2,True,False,5,physical,22,42,9.152697,0.0
waksman_5x5,default,4-2-0-1-3,routed,5,5,0,0,24,6,8,I0-I1:3;I0-I2:3;I1-I4:2;I2-I3:8;I2-I4:2;I3-I4:2,3103.000000,5383.902604,2280.902604,2.018898,3.945941,1.927044,1.428361,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,7,6,1,True,False,5,physical,23,42,2.278819,0.0
waksman_5x5,default,0-2-1-4-3,failed,5,4,1,0,11,5,2,I0-I1:2;I0-I2:2;I0-I4:2;I1-I4:2;I2-I4:2,3103.000000,4361.778714,1258.778714,2.118898,3.173016,1.054118,1.110389,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,35,6,4,True,True,5,physical,24,42,11.894383,0.2
waksman_5x5,default,0-1-2-4-3,failed,5,4,1,0,16,6,6,I0-I1:6;I0-I2:2;I0-I4:2;I1-I2:2;I1-I4:2;I2-I4:2,3103.000000,4392.800843,1289.800843,2.118898,3.446810,1.327913,1.417150,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,33,6,4,True,True,5,physical,25,42,11.822250,0.2
waksman_5x5,default,3-1-0-2-4,routed,5,5,0,0,26,9,5,I0-I1:3;I0-I2:5;I0-I4:2;I1-I2:3;I1-I3:2;I1-I4:2;I2-I3:4;I2-I4:2;I3-I4:2,3103.000000,5491.756586,2388.756586,2.369497,3.931357,1.561860,1.592503,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,24,6,3,True,False,5,physical,26,42,22.562648,0.0
waksman_5x5,default,2-4-3-0-1,routed,5,5,0,0,19,6,3,I0-I1:2;I0-I2:2;I0-I3:3;I2-I3:3;I2-I4:3;I3-I4:2,3103.000000,5475.026494,2372.026494,2.061198,3.890649,1.829451,1.270811,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,7,6,1,True,False,5,physical,27,42,3.361636,0.0
waksman_5x5,default,1-0-3-2-4,failed,5,4,1,0,17,5,6,I0-I2:6;I0-I4:2;I2-I3:5;I2-I4:2;I3-I4:2,3103.000000,4447.238898,1344.238898,2.262164,4.417481,2.155317,1.445619,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,45,6,5,True,True,5,physical,28,42,76.333613,0.2
waksman_5x5,default,3-1-2-0-4,routed,5,5,0,0,27,9,5,I0-I1:3;I0-I3:5;I0-I4:4;I1-I2:2;I1-I3:3;I1-I4:2;I2-I3:3;I2-I4:2;I3-I4:2,3103.000000,5537.464549,2434.464549,2.369497,4.080814,1.711317,1.652786,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,25,6,3,True,False,5,physical,29,42,21.268108,0.0
waksman_5x5,default,0-4-2-3-1,routed,5,5,0,0,27,7,8,I0-I1:2;I0-I2:2;I0-I3:2;I0-I4:2;I1-I2:3;I2-I3:8;I2-I4:5,3103.000000,5647.172512,2544.172512,2.009865,4.703316,2.693451,1.698669,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,9,6,1,True,False,5,physical,30,42,2.898000,0.0
waksman_5x5,default,2-0-4-1-3,routed,5,5,0,0,20,7,5,I0-I2:2;I0-I4:2;I1-I2:2;I1-I3:2;I1-I4:2;I2-I3:5;I3-I4:2,3103.000000,5434.588439,2331.588439,2.067565,3.894391,1.826826,1.297635,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,16,6,2,True,False,5,physical,31,42,7.091938,0.0
waksman_5x5,default,1-3-4-2-0,routed,5,5,0,0,26,8,4,I0-I1:4;I0-I2:2;I0-I3:4;I0-I4:3;I1-I2:2;I1-I3:3;I1-I4:3;I2-I3:3,3103.000000,5561.610567,2458.610567,2.067565,4.186023,2.118458,1.621444,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,10,6,2,True,False,5,physical,32,42,3.145347,0.0
waksman_5x5,default,2-0-3-1-4,routed,5,5,0,0,25,9,4,I0-I1:3;I0-I2:2;I0-I3:3;I0-I4:4;I1-I2:2;I1-I3:4;I2-I3:3;I2-I4:2;I3-I4:2,3103.000000,5575.318531,2472.318531,2.318164,4.198271,1.880107,1.588927,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,8,6,1,True,False,5,physical,33,42,2.720375,0.0
waksman_5x5,default,2-4-0-1-3,routed,5,5,0,0,23,6,8,I0-I1:2;I0-I4:2;I1-I2:3;I2-I3:8;I2-I4:2;I3-I4:2,3103.000000,5375.318531,2272.318531,2.018898,3.945941,1.927044,1.388927,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,6,6,1,True,False,5,physical,34,42,2.600926,0.0
waksman_5x5,default,1-3-2-4-0,failed,5,4,1,0,16,5,4,I0-I1:4;I0-I2:2;I0-I4:3;I1-I2:3;I1-I4:3,3103.000000,4423.092880,1320.092880,2.118898,3.986023,1.867126,1.429796,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,34,6,4,True,True,5,physical,35,42,10.916375,0.2
waksman_5x5,default,2-4-0-3-1,routed,5,5,0,0,16,5,3,I0-I1:2;I0-I3:2;I2-I3:2;I2-I4:2;I3-I4:3,3103.000000,5450.734457,2347.734457,2.112531,4.008106,1.895575,1.143094,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,8,6,1,True,False,5,physical,36,42,3.225860,0.0
waksman_5x5,default,1-2-4-0-3,routed,5,5,0,0,22,7,5,I0-I1:2;I0-I2:2;I0-I3:5;I0-I4:2;I1-I2:2;I1-I4:2;I2-I3:5,3103.000000,5747.566310,2644.566310,2.067565,4.382680,2.315115,1.509827,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,17,6,2,True,False,5,physical,37,42,6.584208,0.0
waksman_5x5,default,2-3-0-1-4,routed,5,5,0,0,22,6,6,I0-I1:4;I0-I2:3;I0-I4:2;I1-I4:2;I2-I3:6;I2-I4:2,3103.000000,5552.048623,2449.048623,2.318164,3.677941,1.359777,1.414619,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,16,6,2,True,False,5,physical,38,42,8.669148,0.0
waksman_5x5,default,1-3-2-0-4,routed,5,5,0,0,22,8,5,I0-I1:2;I0-I2:2;I0-I3:5;I0-I4:2;I1-I2:3;I1-I4:2;I2-I3:3;I2-I4:2,3103.000000,5564.778714,2461.778714,2.262164,3.939140,1.676976,1.414711,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,8,6,1,True,False,5,physical,39,42,3.184740,0.0
waksman_5x5,default,2-1-4-3-0,failed,5,4,1,0,18,5,5,I0-I1:5;I0-I3:4;I0-I4:3;I1-I3:2;I1-I4:3,3103.000000,4585.238898,1482.238898,2.067565,3.813233,1.745669,1.601619,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,35,6,4,True,True,5,physical,40,42,12.730084,0.2
waksman_5x5,default,2-1-0-4-3,routed,5,5,0,0,20,6,5,I0-I3:2;I0-I4:2;I1-I2:5;I1-I3:2;I1-I4:2;I2-I3:4,3103.000000,5631.566310,2528.566310,2.118898,4.027889,1.908991,1.383427,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,16,6,2,True,False,5,physical,41,42,5.831917,0.0
waksman_5x5,default,3-0-4-1-2,failed,5,4,1,0,11,4,3,I0-I4:3;I1-I3:2;I1-I4:2;I3-I4:2,3103.000000,4507.632696,1404.632696,2.067565,3.338391,1.270826,1.176566,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,48,6,5,True,True,5,physical,42,42,19.876323,0.2
waksman_5x5,default,0-4-3-1-2,routed,5,5,0,0,21,7,4,I0-I1:2;I0-I2:2;I0-I3:4;I0-I4:2;I2-I3:3;I2-I4:3;I3-I4:2,3103.000000,5704.588439,2601.588439,2.043864,4.438271,2.394407,1.485635,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,10,6,2,True,False,5,physical,43,42,2.852380,0.0
waksman_5x5,default,2-3-1-4-0,failed,5,4,1,0,15,3,6,I0-I1:6;I0-I2:3;I2-I4:3,3103.000000,4415.384916,1312.384916,2.118898,3.581233,1.462336,1.323442,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,34,6,4,True,True,5,physical,44,42,10.765375,0.2
waksman_5x5,default,2-3-4-1-0,failed,5,4,1,0,15,3,6,I0-I1:6;I0-I3:3;I3-I4:3,3103.000000,4489.238898,1386.238898,2.067565,3.581233,1.513669,1.353619,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,34,6,4,True,True,5,physical,45,42,10.781966,0.2
waksman_5x5,default,0-4-3-2-1,routed,5,5,0,0,18,5,4,I0-I1:2;I0-I2:2;I0-I3:4;I0-I4:2;I2-I3:3,3103.000000,5360.048623,2257.048623,2.061198,3.734391,1.673193,1.217819,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,4,6,1,True,False,5,physical,46,42,1.511533,0.0
waksman_5x5,default,1-3-4-0-2,routed,5,5,0,0,23,7,5,I0-I1:2;I0-I2:2;I0-I3:5;I0-I4:2;I1-I2:2;I1-I4:3;I2-I3:5,3103.000000,5736.150384,2633.150384,2.067565,4.382680,2.315115,1.541260,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,18,6,2,True,False,5,physical,47,42,6.475924,0.0
waksman_5x5,default,4-0-2-3-1,routed,5,5,0,0,26,7,5,I0-I1:3;I0-I2:3;I1-I2:2;I1-I3:2;I1-I4:4;I2-I3:4;I2-I4:5,3103.000000,6105.420292,3002.420292,2.009865,4.813688,2.803823,1.853968,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,32,6,3,True,False,5,physical,48,42,42.417214,0.0
waksman_5x5,default,4-2-3-0-1,routed,5,5,0,0,18,5,3,I0-I1:3;I1-I2:2;I2-I3:3;I2-I4:3;I3-I4:2,3103.000000,5457.318531,2354.318531,2.061198,3.890649,1.829451,1.221727,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,9,6,1,True,False,5,physical,49,42,3.449818,0.0
waksman_5x5,default,1-0-2-3-4,routed,5,5,0,0,25,9,7,I0-I1:7;I0-I2:2;I0-I4:2;I1-I2:2;I1-I3:2;I1-I4:2;I2-I3:4;I2-I4:2;I3-I4:2,3103.000000,5845.756586,2742.756586,2.262164,4.545931,2.283767,1.694103,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,38,6,4,True,False,5,physical,50,42,37.363544,0.0
waksman_5x5,default,0-2-1-3-4,routed,5,5,0,0,19,9,2,I0-I1:2;I0-I2:2;I0-I3:2;I0-I4:2;I1-I3:2;I1-I4:2;I2-I3:2;I2-I4:2;I3-I4:2,3103.000000,5354.778714,2251.778714,2.210831,3.657274,1.446443,1.210711,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,7,6,1,True,False,5,physical,51,42,3.274936,0.0
waksman_5x5,default,2-1-3-0-4,routed,5,5,0,0,26,9,5,I0-I1:3;I0-I2:2;I0-I3:3;I0-I4:4;I1-I2:2;I1-I3:5;I2-I3:3;I2-I4:2;I3-I4:2,3103.000000,5599.756586,2496.756586,2.318164,4.080814,1.762650,1.635703,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,9,6,1,True,False,5,physical,52,42,2.849897,0.0
waksman_5x5,default,3-4-0-1-2,routed,5,5,0,0,24,6,8,I0-I1:2;I0-I4:3;I1-I2:3;I2-I3:8;I2-I4:2;I3-I4:2,3103.000000,5417.610567,2314.610567,1.967565,3.904525,1.936961,1.443844,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,7,6,1,True,False,5,physical,53,42,2.492959,0.0
waksman_5x5,default,0-4-1-2-3,routed,5,5,0,0,21,7,4,I0-I1:2;I0-I2:4;I0-I3:4;I0-I4:2;I2-I3:2;I2-I4:2;I3-I4:2,3103.000000,5702.588439,2599.588439,2.018898,4.123398,2.104501,1.484835,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,5,6,1,True,False,5,physical,54,42,1.660473,0.0
waksman_5x5,default,2-0-1-4-3,routed,5,5,0,0,21,8,4,I0-I1:3;I0-I3:2;I0-I4:2;I1-I2:4;I1-I3:2;I1-I4:2;I2-I3:2;I2-I4:2,3103.000000,5470.442421,2367.442421,2.118898,3.637016,1.518118,1.352977,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,16,6,2,True,False,5,physical,55,42,7.678926,0.0
waksman_5x5,default,4-3-2-0-1,routed,5,5,0,0,19,5,3,I0-I1:3;I1-I2:3;I2-I3:3;I2-I4:3;I3-I4:2,3103.000000,5499.610567,2396.610567,2.009865,3.793900,1.784035,1.276644,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,10,6,1,True,False,5,physical,56,42,3.394368,0.0
waksman_5x5,default,1-4-0-2-3,routed,5,5,0,0,18,7,3,I0-I1:2;I0-I2:3;I0-I3:2;I0-I4:2;I2-I3:2;I2-I4:2;I3-I4:2,3103.000000,5648.588439,2545.588439,2.018898,3.534391,1.515493,1.343235,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,12,6,2,True,False,5,physical,57,42,8.633117,0.0
waksman_5x5,default,0-1-3-2-4,routed,5,5,0,0,27,8,6,I0-I1:6;I0-I2:4;I0-I4:2;I1-I2:4;I1-I3:2;I2-I3:5;I2-I4:2;I3-I4:2,3103.000000,5600.340659,2497.340659,2.210831,4.617481,2.406650,1.671936,8.0,3.5,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,False,False,0.002,0.005,0.1,0.0,0.0,0.0,40000,20000,16,8,69.0,16,105.0,36.0,20.0,575.000000,9,6,1,True,False,5,physical,58,42,3.171699,0.0
