candidate_id,A,B,C,D,E,F,proxy_global_opt_assignment_db,is_dp,is_random,is_greedy,is_baseline
e_c980865ba889,25.726000000000003,3.6920000000000006,2176.0,14.522,6.223392857142858,4.951826802670983,4.951826802670983,True,False,False,False
e_a89ec66ccde4,25.814000000000004,3.736,2176.0,14.610000000000001,6.280488095238096,4.951826802670983,4.951826802670983,True,False,False,False
e_315ebcb82ef7,25.814000000000004,3.6920000000000006,2176.0,14.588,6.233738095238096,4.951826802670983,4.951826802670983,False,False,False,False
e_67bc34b28fa8,25.902000000000005,3.736,2176.0,14.676000000000002,6.2908333333333335,4.951826802670983,4.951826802670983,False,False,False,False
e_c83e9f7d2a4d,25.854000000000003,3.608,2176.0,15.034,6.206440476190476,4.951826802670983,4.951826802670983,True,False,False,False
e_9719f58773d9,25.942000000000004,3.608,2176.0,15.122,6.219535714285715,4.951826802670983,4.951826802670983,True,False,False,False
e_9f5f9e585b83,25.898,3.608,2176.0,15.012,6.2047380952380955,4.951826802670983,4.951826802670983,True,False,False,False
e_07e16da49030,25.985999999999997,3.608,2176.0,15.100000000000001,6.217833333333333,4.951826802670983,4.951826802670983,True,False,False,False
e_005c0a4d9fa4,28.33,4.416,2176.0,15.056000000000001,7.076142857142857,5.10232906350823,5.10232906350823,True,True,False,False
e_539e30f6ed6d,28.374,4.46,2176.0,15.012,7.115690476190476,5.1463290635082295,5.1463290635082295,True,False,False,False
e_28aee5a31294,28.418,4.416,2176.0,15.122,7.086488095238096,5.10232906350823,5.10232906350823,False,False,False,False
e_c8719e78f078,28.462000000000003,4.46,2176.0,15.078000000000001,7.126035714285715,5.1463290635082295,5.1463290635082295,False,False,False,False
e_dab7e2a4c369,28.245999999999995,4.3759999999999994,2176.0,14.632000000000001,6.981142857142856,5.082329063508229,5.082329063508229,True,False,False,False
e_e447f56aaabf,28.289999999999996,4.3759999999999994,2176.0,14.588,6.976690476190475,5.12632906350823,5.12632906350823,True,True,False,False
e_0d2a339f12de,28.29,4.42,2176.0,14.610000000000001,7.023440476190476,5.082329063508229,5.082329063508229,True,False,False,False
e_7cf0f193e4f5,28.334,4.42,2176.0,14.566,7.018988095238095,5.12632906350823,5.12632906350823,True,False,False,False
e_20cae694ab1e,25.638,3.6920000000000006,2176.0,14.332,6.1975476190476195,4.907826802670983,4.907826802670983,True,True,False,False
e_a8b675fc67be,25.726000000000003,3.736,2176.0,14.420000000000002,6.254642857142858,4.907826802670983,4.907826802670983,True,True,False,False
e_50c17ce5ea12,25.726000000000003,3.6920000000000006,2176.0,14.398000000000001,6.207892857142858,4.907826802670983,4.907826802670983,False,False,False,False
e_5a5296a95c6d,25.814000000000004,3.736,2176.0,14.486,6.264988095238095,4.907826802670983,4.907826802670983,False,False,False,False
e_14aaad7a678a,25.766000000000002,3.566,2176.0,14.844000000000001,6.138595238095238,4.907826802670983,4.907826802670983,True,False,False,False
e_0975afdab7b2,25.854000000000003,3.566,2176.0,14.932000000000002,6.151690476190477,4.907826802670983,4.907826802670983,True,False,False,False
e_22183c04809f,25.81,3.566,2176.0,14.822000000000001,6.136892857142857,4.907826802670983,4.907826802670983,True,False,False,False
e_705fd0ec0f9f,25.897999999999996,3.566,2176.0,14.91,6.149988095238095,4.907826802670983,4.907826802670983,True,True,False,False
e_179c31e0af89,28.241999999999997,4.416,2176.0,14.866,7.050297619047619,5.10232906350823,5.10232906350823,True,False,False,False
e_0790728b37c9,28.285999999999998,4.46,2176.0,14.822000000000001,7.089845238095238,5.1463290635082295,5.1463290635082295,True,False,False,False
e_50a928b0fa7f,28.330000000000002,4.416,2176.0,14.932000000000002,7.060642857142858,5.10232906350823,5.10232906350823,False,False,False,False
e_8c2fa5b41329,28.374000000000002,4.46,2176.0,14.888000000000002,7.100190476190477,5.1463290635082295,5.1463290635082295,False,False,False,False
e_c6d0e2ef0e6c,28.157999999999994,4.3759999999999994,2176.0,14.442,6.955297619047618,5.082329063508229,5.082329063508229,True,False,False,False
e_d475ecbf6722,28.201999999999998,4.3759999999999994,2176.0,14.398000000000001,6.950845238095238,5.12632906350823,5.12632906350823,True,False,False,False
e_d464be2fb8ba,28.201999999999998,4.42,2176.0,14.420000000000002,6.997595238095238,5.082329063508229,5.082329063508229,True,False,False,False
