permutation,num_realizations,bfs_state_id,bfs_state_bits,bfs_cross_count,bfs_wil_db,bfs_total_il_db,bfs_worst_input,bfs_worst_output,bfs_worst_path_id,opt_state_id,opt_state_bits,opt_cross_count,opt_wil_db,opt_total_il_db,opt_worst_input,opt_worst_output,opt_worst_path_id,delta_wil_db,relative_improvement_percent,num_optimal_states,num_exact_optimal_states,assignment_wil_range_db
"[1, 5, 7, 2, 3, 0, 4, 6]",1,67983,11110001100100001,8,5.078361088252433,30.99316218041669,4,3,106,67983,11110001100100001,8,5.078361088252433,30.99316218041669,4,3,106,0.0,0.0,1,1,0.0
"[1, 5, 7, 2, 3, 0, 6, 4]",1,67975,11100001100100001,7,5.078361088252433,30.847664441253936,4,3,106,67975,11100001100100001,7,5.078361088252433,30.847664441253936,4,3,106,0.0,0.0,1,1,0.0
"[1, 5, 7, 2, 3, 4, 0, 6]",4,27662,01110000001101100,7,4.586361088252434,30.84766444125394,4,3,103,27662,01110000001101100,7,4.586361088252434,30.84766444125394,4,3,103,0.0,0.0,2,2,0.4919999999999991
"[1, 5, 7, 2, 3, 4, 6, 0]",4,27654,01100000001101100,6,4.586361088252434,30.702166702091183,4,3,103,27654,01100000001101100,6,4.586361088252434,30.702166702091183,4,3,103,0.0,0.0,2,2,0.4919999999999991
"[1, 5, 7, 2, 3, 6, 0, 4]",5,27694,01110100001101100,8,4.586361088252434,30.993162180416693,4,3,103,27694,01110100001101100,8,4.586361088252434,30.993162180416693,4,3,103,0.0,0.0,2,2,0.4919999999999991
"[1, 5, 7, 2, 3, 6, 4, 0]",5,27686,01100100001101100,7,4.586361088252434,30.84766444125394,4,3,103,27686,01100100001101100,7,4.586361088252434,30.84766444125394,4,3,103,0.0,0.0,2,2,0.4919999999999991
"[1, 5, 7, 2, 4, 0, 3, 6]",5,19466,01010000001100100,5,4.951612218671055,30.556668962928427,6,3,144,27786,01010001001101100,7,4.605109957833811,30.847664441253936,6,3,152,0.34650226083724434,6.997766495742285,2,2,0.34650226083724434
"[1, 5, 7, 2, 4, 0, 6, 3]",5,19458,01000000001100100,4,5.054571312357629,30.411171223765674,7,3,155,27778,01000001001101100,6,4.708069051520382,30.70216670209118,7,3,163,0.346502260837247,6.8552254864839615,2,2,0.346502260837247
"[1, 5, 7, 2, 4, 3, 0, 6]",4,27658,01010000001101100,6,4.689320181939005,30.702166702091183,5,3,114,27658,01010000001101100,6,4.689320181939005,30.702166702091183,5,3,114,0.0,0.0,2,2,0.492
"[1, 5, 7, 2, 4, 3, 6, 0]",4,27650,01000000001101100,5,4.689320181939005,30.556668962928427,5,3,114,27650,01000000001101100,5,4.689320181939005,30.556668962928427,5,3,114,0.0,0.0,2,2,0.492
"[1, 5, 7, 2, 4, 6, 0, 3]",1,67879,11100100100100001,7,5.054571312357629,30.84766444125394,7,3,155,67879,11100100100100001,7,5.054571312357629,30.84766444125394,7,3,155,0.0,0.0,1,1,0.0
"[1, 5, 7, 2, 4, 6, 3, 0]",1,67887,11110100100100001,8,4.951612218671055,30.993162180416693,6,3,144,67887,11110100100100001,8,4.951612218671055,30.993162180416693,6,3,144,0.0,0.0,1,1,0.0
"[1, 5, 7, 2, 6, 0, 3, 4]",4,19498,01010100001100100,6,4.951612218671055,30.702166702091183,6,3,144,27818,01010101001101100,8,4.605109957833811,30.99316218041669,6,3,152,0.34650226083724434,6.997766495742285,2,2,0.34650226083724434
"[1, 5, 7, 2, 6, 0, 4, 3]",4,19490,01000100001100100,5,5.054571312357629,30.55666896292843,7,3,155,27810,01000101001101100,7,4.708069051520382,30.847664441253936,7,3,163,0.346502260837247,6.8552254864839615,2,2,0.346502260837247
"[1, 5, 7, 2, 6, 3, 0, 4]",5,27690,01010100001101100,7,4.689320181939005,30.84766444125394,5,3,114,27690,01010100001101100,7,4.689320181939005,30.84766444125394,5,3,114,0.0,0.0,2,2,0.492
"[1, 5, 7, 2, 6, 3, 4, 0]",5,27682,01000100001101100,6,4.689320181939005,30.702166702091183,5,3,114,27682,01000100001101100,6,4.689320181939005,30.702166702091183,5,3,114,0.0,0.0,2,2,0.492
"[1, 5, 7, 2, 6, 4, 0, 3]",1,67875,11000100100100001,6,5.054571312357629,30.702166702091183,7,3,155,67875,11000100100100001,6,5.054571312357629,30.702166702091183,7,3,155,0.0,0.0,1,1,0.0
"[1, 5, 7, 2, 6, 4, 3, 0]",1,67883,11010100100100001,7,4.951612218671055,30.84766444125394,6,3,144,67883,11010100100100001,7,4.951612218671055,30.84766444125394,6,3,144,0.0,0.0,1,1,0.0
"[1, 5, 7, 3, 0, 2, 4, 6]",1,100747,11010001100100011,8,5.094069051520382,30.99316218041669,5,2,118,100747,11010001100100011,8,5.094069051520382,30.99316218041669,5,2,118,0.0,0.0,1,1,0.0
"[1, 5, 7, 3, 0, 2, 6, 4]",1,100739,11000001100100011,7,5.094069051520382,30.847664441253936,5,2,118,100739,11000001100100011,7,5.094069051520382,30.847664441253936,5,2,118,0.0,0.0,1,1,0.0
"[1, 5, 7, 3, 0, 4, 2, 6]",5,52238,01110000001100110,7,4.864361088252433,30.847664441253936,6,2,145,64670,01111001001111110,11,4.517858827415188,31.429655397904956,6,2,153,0.34650226083724434,7.123284117909275,1,1,0.34650226083724434
"[1, 5, 7, 3, 0, 4, 6, 2]",5,52230,01100000001100110,6,4.967320181939004,30.702166702091183,7,2,156,64662,01101001001111110,10,4.620817921101759,31.2841576587422,7,2,164,0.3465022608372452,6.975637731127436,1,1,0.3465022608372452
"[1, 5, 7, 3, 0, 6, 2, 4]",4,52270,01110100001100110,8,4.864361088252433,30.99316218041669,6,2,145,64702,01111101001111110,12,4.517858827415188,31.57515313706771,6,2,153,0.34650226083724434,7.123284117909275,1,1,0.34650226083724434
"[1, 5, 7, 3, 0, 6, 4, 2]",4,52262,01100100001100110,7,4.967320181939004,30.847664441253936,7,2,156,64694,01101101001111110,11,4.620817921101759,31.429655397904952,7,2,164,0.3465022608372452,6.975637731127436,1,1,0.3465022608372452
"[1, 5, 7, 3, 2, 0, 4, 6]",1,100751,11110001100100011,9,4.991109957833809,31.138659919579446,4,2,107,100751,11110001100100011,9,4.991109957833809,31.138659919579446,4,2,107,0.0,0.0,1,1,0.0
"[1, 5, 7, 3, 2, 0, 6, 4]",1,100743,11100001100100011,8,4.991109957833809,30.99316218041669,4,2,107,100743,11100001100100011,8,4.991109957833809,30.99316218041669,4,2,107,0.0,0.0,1,1,0.0
"[1, 5, 7, 3, 2, 4, 0, 6]",4,60430,01110000001101110,8,4.727904255403107,30.99316218041669,3,3,78,64542,01111000001111110,10,4.499109957833809,31.2841576587422,4,2,104,0.2287942975692978,4.839232886491491,1,1,0.492
"[1, 5, 7, 3, 2, 4, 6, 0]",4,60422,01100000001101110,7,4.727904255403107,30.847664441253936,3,3,78,64534,01101000001111110,9,4.499109957833809,31.138659919579446,4,2,104,0.2287942975692978,4.839232886491491,1,1,0.492
"[1, 5, 7, 3, 2, 6, 0, 4]",5,60462,01110100001101110,9,4.727904255403107,31.138659919579442,3,3,78,64574,01111100001111110,11,4.499109957833809,31.429655397904952,4,2,104,0.2287942975692978,4.839232886491491,1,1,0.492
"[1, 5, 7, 3, 2, 6, 4, 0]",5,60454,01100100001101110,8,4.727904255403107,30.99316218041669,3,3,78,64566,01101100001111110,10,4.499109957833809,31.2841576587422,4,2,104,0.2287942975692978,4.839232886491491,1,1,0.492
"[1, 5, 7, 3, 4, 0, 2, 6]",5,52234,01010000001100110,6,4.864361088252433,30.70216670209118,6,2,145,64666,01011001001111110,10,4.543154214958167,31.2841576587422,5,0,120,0.32120687329426545,6.60326952433669,1,1,0.32120687329426545
"[1, 5, 7, 3, 4, 0, 6, 2]",5,52226,01000000001100110,5,4.967320181939004,30.556668962928427,7,2,156,64658,01001001001111110,9,4.620817921101759,31.138659919579442,7,2,164,0.3465022608372452,6.975637731127436,1,1,0.3465022608372452
"[1, 5, 7, 3, 4, 2, 0, 6]",4,60426,01010000001101110,7,4.727904255403107,30.847664441253933,3,3,78,64538,01011000001111110,9,4.602069051520382,31.138659919579446,5,2,115,0.1258352038827253,2.6615429815212366,1,1,0.492
"[1, 5, 7, 3, 4, 2, 6, 0]",4,60418,01000000001101110,6,4.727904255403107,30.70216670209118,3,3,78,64530,01001000001111110,8,4.602069051520382,30.99316218041669,5,2,115,0.1258352038827253,2.6615429815212366,1,1,0.492
"[1, 5, 7, 3, 4, 6, 0, 2]",1,100647,11100100100100011,8,4.967320181939004,30.99316218041669,7,2,156,100647,11100100100100011,8,4.967320181939004,30.99316218041669,7,2,156,0.0,0.0,1,1,0.0
"[1, 5, 7, 3, 4, 6, 2, 0]",1,100655,11110100100100011,9,4.864361088252433,31.138659919579446,6,2,145,100655,11110100100100011,9,4.864361088252433,31.138659919579446,6,2,145,0.0,0.0,1,1,0.0
"[1, 5, 7, 3, 6, 0, 2, 4]",4,52266,01010100001100110,7,4.864361088252433,30.847664441253933,6,2,145,64698,01011101001111110,11,4.543154214958167,31.429655397904952,5,0,120,0.32120687329426545,6.60326952433669,1,1,0.32120687329426545
"[1, 5, 7, 3, 6, 0, 4, 2]",4,52258,01000100001100110,6,4.967320181939004,30.702166702091183,7,2,156,64690,01001101001111110,10,4.620817921101759,31.284157658742195,7,2,164,0.3465022608372452,6.975637731127436,1,1,0.3465022608372452
"[1, 5, 7, 3, 6, 2, 0, 4]",5,60458,01010100001101110,8,4.727904255403107,30.99316218041669,3,3,78,64570,01011100001111110,10,4.602069051520382,31.2841576587422,5,2,115,0.1258352038827253,2.6615429815212366,1,1,0.492
"[1, 5, 7, 3, 6, 2, 4, 0]",5,60450,01000100001101110,7,4.727904255403107,30.847664441253933,3,3,78,64562,01001100001111110,9,4.602069051520382,31.138659919579446,5,2,115,0.1258352038827253,2.6615429815212366,1,1,0.492
"[1, 5, 7, 3, 6, 4, 0, 2]",1,100643,11000100100100011,7,4.967320181939004,30.847664441253933,7,2,156,100643,11000100100100011,7,4.967320181939004,30.847664441253933,7,2,156,0.0,0.0,1,1,0.0
"[1, 5, 7, 3, 6, 4, 2, 0]",1,100651,11010100100100011,8,4.864361088252433,30.99316218041669,6,2,145,100651,11010100100100011,8,4.864361088252433,30.99316218041669,6,2,145,0.0,0.0,1,1,0.0
"[1, 5, 7, 4, 0, 2, 3, 6]",2,23838,01111000101110100,9,4.951612218671055,31.138659919579442,6,3,144,32158,01111001101111100,11,4.605109957833811,31.429655397904956,6,3,152,0.34650226083724434,6.997766495742285,1,1,0.34650226083724434
"[1, 5, 7, 4, 0, 2, 6, 3]",2,23830,01101000101110100,8,5.054571312357629,30.993162180416693,7,3,155,32150,01101001101111100,10,4.708069051520382,31.2841576587422,7,3,163,0.346502260837247,6.8552254864839615,1,1,0.346502260837247
"[1, 5, 7, 4, 0, 3, 2, 6]",2,56606,01111000101110110,10,4.864361088252433,31.2841576587422,6,2,145,64926,01111001101111110,12,4.517858827415188,31.57515313706771,6,2,153,0.34650226083724434,7.123284117909275,1,1,0.34650226083724434
"[1, 5, 7, 4, 0, 3, 6, 2]",2,56598,01101000101110110,9,4.967320181939004,31.138659919579442,7,2,156,64918,01101001101111110,11,4.620817921101759,31.429655397904952,7,2,164,0.3465022608372452,6.975637731127436,1,1,0.3465022608372452
"[1, 5, 7, 4, 0, 6, 2, 3]",4,23862,01101100101110100,9,5.054571312357629,31.138659919579446,7,3,155,64958,01111101101111110,13,4.517858827415188,31.72065087623046,6,2,153,0.5367124849424405,10.618358150972433,1,1,0.5367124849424405
"[1, 5, 7, 4, 0, 6, 3, 2]",4,56630,01101100101110110,10,4.967320181939004,31.2841576587422,7,2,156,32190,01111101101111100,12,4.605109957833811,31.57515313706771,6,3,152,0.3622102241051932,7.2918638388195,1,1,0.3622102241051932
"[1, 5, 7, 4, 2, 0, 3, 6]",2,23834,01011000101110100,8,4.951612218671055,30.99316218041669,6,3,144,32154,01011001101111100,10,4.605109957833811,31.2841576587422,6,3,152,0.34650226083724434,6.997766495742285,1,1,0.34650226083724434
"[1, 5, 7, 4, 2, 0, 6, 3]",2,23826,01001000101110100,7,5.054571312357629,30.847664441253936,7,3,155,32146,01001001101111100,9,4.708069051520382,31.138659919579442,7,3,163,0.346502260837247,6.8552254864839615,1,1,0.346502260837247
"[1, 5, 7, 4, 2, 3, 0, 6]",4,32026,01011000101111100,9,4.689320181939005,31.138659919579442,5,3,114,64798,01111000101111110,11,4.499109957833809,31.429655397904952,4,2,104,0.19021022410519528,4.056243052837235,1,1,0.6822102241051953
"[1, 5, 7, 4, 2, 3, 6, 0]",4,32018,01001000101111100,8,4.689320181939005,30.99316218041669,5,3,114,64790,01101000101111110,10,4.499109957833809,31.2841576587422,4,2,104,0.19021022410519528,4.056243052837235,1,1,0.6822102241051953
"[1, 5, 7, 4, 2, 6, 0, 3]",2,64830,01111100101111110,12,4.499109957833809,31.57515313706771,4,2,104,64830,01111100101111110,12,4.499109957833809,31.57515313706771,4,2,104,0.0,0.0,1,1,0.492
"[1, 5, 7, 4, 2, 6, 3, 0]",2,64822,01101100101111110,11,4.499109957833809,31.429655397904952,4,2,104,64822,01101100101111110,11,4.499109957833809,31.429655397904952,4,2,104,0.0,0.0,1,1,0.492
"[1, 5, 7, 4, 3, 0, 2, 6]",2,56602,01011000101110110,9,4.864361088252433,31.138659919579442,6,2,145,64922,01011001101111110,11,4.543154214958167,31.429655397904952,5,0,120,0.32120687329426545,6.60326952433669,1,1,0.32120687329426545
"[1, 5, 7, 4, 3, 0, 6, 2]",2,56594,01001000101110110,8,4.967320181939004,30.99316218041669,7,2,156,64914,01001001101111110,10,4.620817921101759,31.284157658742195,7,2,164,0.3465022608372452,6.975637731127436,1,1,0.3465022608372452
"[1, 5, 7, 4, 3, 2, 0, 6]",4,64794,01011000101111110,10,4.602069051520382,31.2841576587422,5,2,115,32030,01111000101111100,10,4.586361088252434,31.2841576587422,4,3,103,0.01570796326794799,0.34132393695306595,1,1,0.507707963267948
"[1, 5, 7, 4, 3, 2, 6, 0]",4,64786,01001000101111110,9,4.602069051520382,31.138659919579446,5,2,115,32022,01101000101111100,9,4.586361088252434,31.138659919579446,4,3,103,0.01570796326794799,0.34132393695306595,1,1,0.507707963267948
"[1, 5, 7, 4, 3, 6, 0, 2]",2,32062,01111100101111100,11,4.586361088252434,31.429655397904956,4,3,103,32062,01111100101111100,11,4.586361088252434,31.429655397904956,4,3,103,0.0,0.0,1,1,0.4919999999999991
"[1, 5, 7, 4, 3, 6, 2, 0]",2,32054,01101100101111100,10,4.586361088252434,31.2841576587422,4,3,103,32054,01101100101111100,10,4.586361088252434,31.2841576587422,4,3,103,0.0,0.0,1,1,0.4919999999999991
"[1, 5, 7, 4, 6, 0, 2, 3]",4,23858,01001100101110100,8,5.054571312357629,30.993162180416693,7,3,155,64954,01011101101111110,12,4.543154214958167,31.575153137067705,5,0,120,0.5114170973994616,10.117912396430684,1,1,0.5114170973994616
"[1, 5, 7, 4, 6, 0, 3, 2]",4,56626,01001100101110110,9,4.967320181939004,31.138659919579442,7,2,156,32186,01011101101111100,11,4.605109957833811,31.429655397904952,6,3,152,0.3622102241051932,7.2918638388195,1,1,0.3622102241051932
"[1, 5, 7, 4, 6, 2, 0, 3]",2,64826,01011100101111110,11,4.602069051520382,31.429655397904956,5,2,115,64826,01011100101111110,11,4.602069051520382,31.429655397904956,5,2,115,0.0,0.0,1,1,0.492
"[1, 5, 7, 4, 6, 2, 3, 0]",2,64818,01001100101111110,10,4.602069051520382,31.2841576587422,5,2,115,64818,01001100101111110,10,4.602069051520382,31.2841576587422,5,2,115,0.0,0.0,1,1,0.492
"[1, 5, 7, 4, 6, 3, 0, 2]",2,32058,01011100101111100,10,4.689320181939005,31.2841576587422,5,3,114,32058,01011100101111100,10,4.689320181939005,31.2841576587422,5,3,114,0.0,0.0,1,1,0.492
"[1, 5, 7, 4, 6, 3, 2, 0]",2,32050,01001100101111100,9,4.689320181939005,31.138659919579442,5,3,114,32050,01001100101111100,9,4.689320181939005,31.138659919579442,5,3,114,0.0,0.0,1,1,0.492
"[1, 5, 7, 6, 0, 2, 3, 4]",4,20014,01110100011100100,8,4.951612218671055,30.993162180416693,6,3,144,28334,01110101011101100,10,4.605109957833811,31.284157658742206,6,3,152,0.34650226083724434,6.997766495742285,1,1,0.48895909368657087
"[1, 5, 7, 6, 0, 2, 4, 3]",4,20006,01100100011100100,7,5.054571312357629,30.84766444125394,7,3,155,28326,01100101011101100,9,4.708069051520382,31.13865991957945,7,3,163,0.346502260837247,6.8552254864839615,1,1,0.3860000000000001
"[1, 5, 7, 6, 0, 3, 2, 4]",4,52782,01110100011100110,9,4.864361088252433,31.138659919579446,6,2,145,61102,01110101011101110,11,4.517858827415188,31.429655397904956,6,2,153,0.34650226083724434,7.123284117909275,1,1,0.6634613545238164
"[1, 5, 7, 6, 0, 3, 4, 2]",4,52774,01100100011100110,8,4.967320181939004,30.993162180416693,7,2,156,61094,01100101011101110,10,4.620817921101759,31.2841576587422,7,2,164,0.3465022608372452,6.975637731127436,1,1,0.5605022608372456
"[1, 5, 7, 6, 0, 4, 2, 3]",8,19974,01100000011100100,6,5.054571312357629,30.702166702091187,7,3,155,61070,01110001011101110,10,4.604653124984484,31.284157658742203,7,3,167,0.4499181873731448,8.901213566285351,1,1,0.4499181873731448
"[1, 5, 7, 6, 0, 4, 3, 2]",8,52742,01100000011100110,7,4.967320181939004,30.84766444125394,7,2,156,28302,01110001011101100,9,4.605109957833811,31.13865991957945,6,3,152,0.3622102241051932,7.2918638388195,1,1,0.3622102241051932
"[1, 5, 7, 6, 2, 0, 3, 4]",4,20010,01010100011100100,7,4.951612218671055,30.847664441253936,6,3,144,28330,01010101011101100,9,4.605109957833811,31.138659919579446,6,3,152,0.34650226083724434,6.997766495742285,1,1,0.38599999999999834
"[1, 5, 7, 6, 2, 0, 4, 3]",4,20002,01000100011100100,6,5.054571312357629,30.702166702091187,7,3,155,28322,01000101011101100,8,4.708069051520382,30.993162180416693,7,3,163,0.346502260837247,6.8552254864839615,1,1,0.346502260837247
"[1, 5, 7, 6, 2, 3, 0, 4]",8,28202,01010100011101100,8,4.689320181939005,30.993162180416693,5,3,114,60974,01110100011101110,10,4.499109957833809,31.2841576587422,4,2,104,0.19021022410519528,4.056243052837235,1,1,0.6822102241051953
"[1, 5, 7, 6, 2, 3, 4, 0]",8,28194,01000100011101100,7,4.689320181939005,30.847664441253936,5,3,114,60966,01100100011101110,9,4.499109957833809,31.138659919579446,4,2,104,0.19021022410519528,4.056243052837235,1,1,0.6822102241051953
"[1, 5, 7, 6, 2, 4, 0, 3]",4,60942,01110000011101110,9,4.604653124984484,31.138659919579446,7,3,167,60942,01110000011101110,9,4.604653124984484,31.138659919579446,7,3,167,0.0,0.0,1,1,0.4499181873731448
"[1, 5, 7, 6, 2, 4, 3, 0]",4,60934,01100000011101110,8,4.499109957833809,30.993162180416693,4,2,104,60934,01100000011101110,8,4.499109957833809,30.993162180416693,4,2,104,0.0,0.0,1,1,0.492
"[1, 5, 7, 6, 3, 0, 2, 4]",4,52778,01010100011100110,8,4.864361088252433,30.993162180416693,6,2,145,61098,01010101011101110,10,4.543154214958167,31.2841576587422,5,0,120,0.32120687329426545,6.60326952433669,1,1,0.5352068732942659
"[1, 5, 7, 6, 3, 0, 4, 2]",4,52770,01000100011100110,7,4.967320181939004,30.84766444125394,7,2,156,61090,01000101011101110,9,4.620817921101759,31.138659919579446,7,2,164,0.3465022608372452,6.975637731127436,1,1,0.457543167150674
"[1, 5, 7, 6, 3, 2, 0, 4]",8,60970,01010100011101110,9,4.602069051520382,31.13865991957945,5,2,115,28206,01110100011101100,9,4.586361088252434,31.13865991957945,4,3,103,0.01570796326794799,0.34132393695306595,1,1,0.507707963267948
"[1, 5, 7, 6, 3, 2, 4, 0]",8,60962,01000100011101110,8,4.602069051520382,30.993162180416693,5,2,115,28198,01100100011101100,8,4.586361088252434,30.993162180416693,4,3,103,0.01570796326794799,0.34132393695306595,1,1,0.507707963267948
"[1, 5, 7, 6, 3, 4, 0, 2]",4,28174,01110000011101100,8,4.586361088252434,30.993162180416693,4,3,103,28174,01110000011101100,8,4.586361088252434,30.993162180416693,4,3,103,0.0,0.0,1,1,0.4919999999999991
"[1, 5, 7, 6, 3, 4, 2, 0]",4,28166,01100000011101100,7,4.586361088252434,30.84766444125394,4,3,103,28166,01100000011101100,7,4.586361088252434,30.84766444125394,4,3,103,0.0,0.0,1,1,0.4919999999999991
"[1, 5, 7, 6, 4, 0, 2, 3]",8,19970,01000000011100100,5,5.054571312357629,30.55666896292843,7,3,155,61066,01010001011101110,9,4.604653124984484,31.138659919579446,7,3,167,0.4499181873731448,8.901213566285351,1,1,0.4499181873731448
"[1, 5, 7, 6, 4, 0, 3, 2]",8,52738,01000000011100110,6,4.967320181939004,30.702166702091183,7,2,156,28298,01010001011101100,8,4.605109957833811,30.993162180416693,6,3,152,0.3622102241051932,7.2918638388195,1,1,0.3622102241051932
"[1, 5, 7, 6, 4, 2, 0, 3]",4,60938,01010000011101110,8,4.604653124984484,30.99316218041669,7,3,167,60938,01010000011101110,8,4.604653124984484,30.99316218041669,7,3,167,0.0,0.0,1,1,0.48941592653589794
"[1, 5, 7, 6, 4, 2, 3, 0]",4,60930,01000000011101110,7,4.602069051520382,30.847664441253936,5,2,115,60930,01000000011101110,7,4.602069051520382,30.847664441253936,5,2,115,0.0,0.0,1,1,0.492
"[1, 5, 7, 6, 4, 3, 0, 2]",4,28170,01010000011101100,7,4.689320181939005,30.847664441253936,5,3,114,28170,01010000011101100,7,4.689320181939005,30.847664441253936,5,3,114,0.0,0.0,1,1,0.492
"[1, 5, 7, 6, 4, 3, 2, 0]",4,28162,01000000011101100,6,4.689320181939005,30.702166702091183,5,3,114,28162,01000000011101100,6,4.689320181939005,30.702166702091183,5,3,114,0.0,0.0,1,1,0.492
"[1, 6, 0, 2, 3, 4, 5, 7]",2,98865,10001100010000011,6,4.998571312357628,30.702166702091183,3,2,67,107121,10001110010001011,8,4.684405345376791,30.993162180416693,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 3, 4, 7, 5]",2,98873,10011100010000011,7,4.998571312357628,30.84766444125394,3,2,67,107129,10011110010001011,9,4.684405345376791,31.138659919579446,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 3, 5, 4, 7]",2,33329,10001100010000010,5,4.998571312357628,30.55666896292843,3,2,67,41585,10001110010001010,7,4.684405345376791,30.84766444125394,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 3, 5, 7, 4]",2,33337,10011100010000010,6,4.998571312357628,30.702166702091183,3,2,67,41593,10011110010001010,8,4.684405345376791,30.993162180416693,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 3, 7, 4, 5]",4,33457,10001101010000010,6,4.998571312357628,30.702166702091183,3,2,67,41713,10001111010001010,8,4.684405345376791,30.993162180416693,0,1,19,0.31416596698083676,6.285115232909564,2,2,0.31416596698083676
"[1, 6, 0, 2, 3, 7, 5, 4]",4,98993,10001101010000011,7,4.998571312357628,30.84766444125394,3,2,67,107249,10001111010001011,9,4.684405345376791,31.138659919579446,0,1,19,0.31416596698083676,6.285115232909564,2,2,0.31416596698083676
"[1, 6, 0, 2, 4, 3, 5, 7]",2,98869,10101100010000011,7,4.998571312357628,30.84766444125394,3,2,67,107125,10101110010001011,9,4.684405345376791,31.138659919579446,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 4, 3, 7, 5]",2,98877,10111100010000011,8,4.998571312357628,30.993162180416693,3,2,67,107133,10111110010001011,10,4.684405345376791,31.284157658742203,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 4, 5, 3, 7]",4,33297,10001000010000010,4,4.998571312357628,30.411171223765674,3,2,67,41553,10001010010001010,6,4.684405345376791,30.702166702091183,0,1,19,0.31416596698083676,6.285115232909564,2,2,0.31416596698083676
"[1, 6, 0, 2, 4, 5, 7, 3]",4,33305,10011000010000010,5,4.998571312357628,30.556668962928427,3,2,67,41561,10011010010001010,7,4.684405345376791,30.847664441253933,0,1,19,0.31416596698083676,6.285115232909564,2,2,0.31416596698083676
"[1, 6, 0, 2, 4, 7, 3, 5]",2,33425,10001001010000010,5,4.998571312357628,30.55666896292843,3,2,67,41681,10001011010001010,7,4.684405345376791,30.84766444125394,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 4, 7, 5, 3]",2,33433,10011001010000010,6,4.998571312357628,30.702166702091183,3,2,67,41689,10011011010001010,8,4.684405345376791,30.993162180416693,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 5, 3, 4, 7]",2,33333,10101100010000010,6,4.998571312357628,30.702166702091183,3,2,67,41589,10101110010001010,8,4.684405345376791,30.99316218041669,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 5, 3, 7, 4]",2,33341,10111100010000010,7,4.998571312357628,30.84766444125394,3,2,67,41597,10111110010001010,9,4.684405345376791,31.138659919579446,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 5, 4, 3, 7]",4,98833,10001000010000011,5,4.998571312357628,30.55666896292843,3,2,67,107089,10001010010001011,7,4.684405345376791,30.84766444125394,0,1,19,0.31416596698083676,6.285115232909564,2,2,0.31416596698083676
"[1, 6, 0, 2, 5, 4, 7, 3]",4,98841,10011000010000011,6,4.998571312357628,30.702166702091183,3,2,67,107097,10011010010001011,8,4.684405345376791,30.99316218041669,0,1,19,0.31416596698083676,6.285115232909564,2,2,0.31416596698083676
"[1, 6, 0, 2, 5, 7, 3, 4]",2,98961,10001001010000011,6,4.998571312357628,30.702166702091183,3,2,67,107217,10001011010001011,8,4.684405345376791,30.99316218041669,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 5, 7, 4, 3]",2,98969,10011001010000011,7,4.998571312357628,30.847664441253936,3,2,67,107225,10011011010001011,9,4.684405345376791,31.138659919579446,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 7, 3, 4, 5]",4,33461,10101101010000010,7,4.998571312357628,30.84766444125394,3,2,67,41717,10101111010001010,9,4.684405345376791,31.138659919579446,0,1,19,0.31416596698083676,6.285115232909564,2,2,0.31416596698083676
"[1, 6, 0, 2, 7, 3, 5, 4]",4,98997,10101101010000011,8,4.998571312357628,30.993162180416697,3,2,67,107253,10101111010001011,10,4.684405345376791,31.284157658742203,0,1,19,0.31416596698083676,6.285115232909564,2,2,0.31416596698083676
"[1, 6, 0, 2, 7, 4, 3, 5]",2,33429,10101001010000010,6,4.998571312357628,30.702166702091183,3,2,67,41685,10101011010001010,8,4.684405345376791,30.993162180416693,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 7, 4, 5, 3]",2,33437,10111001010000010,7,4.998571312357628,30.84766444125394,3,2,67,41693,10111011010001010,9,4.684405345376791,31.138659919579446,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 2, 7, 5, 3, 4]",2,98965,10101001010000011,7,4.998571312357628,30.84766444125394,3,2,67,107221,10101011010001011,9,4.684405345376791,31.138659919579446,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
