permutation,num_realizations,bfs_state_id,bfs_state_bits,bfs_cross_count,bfs_wil_db,bfs_total_il_db,bfs_worst_input,bfs_worst_output,bfs_worst_path_id,opt_state_id,opt_state_bits,opt_cross_count,opt_wil_db,opt_total_il_db,opt_worst_input,opt_worst_output,opt_worst_path_id,delta_wil_db,relative_improvement_percent,num_optimal_states,num_exact_optimal_states,assignment_wil_range_db
"[1, 6, 0, 2, 7, 5, 4, 3]",2,98973,10111001010000011,8,4.998571312357628,30.99316218041669,3,2,67,107229,10111011010001011,10,4.684405345376791,31.284157658742195,0,1,19,0.31416596698083676,6.285115232909564,1,1,0.31416596698083676
"[1, 6, 0, 3, 2, 4, 5, 7]",2,66097,10001100010000001,5,5.085822442776251,30.556668962928427,3,3,66,74353,10001110010001001,7,4.684405345376791,30.84766444125394,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 2, 4, 7, 5]",2,66105,10011100010000001,6,5.085822442776251,30.702166702091183,3,3,66,74361,10011110010001001,8,4.684405345376791,30.993162180416693,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 2, 5, 4, 7]",2,561,10001100010000000,4,5.085822442776251,30.411171223765674,3,3,66,8817,10001110010001000,6,4.684405345376791,30.702166702091183,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 2, 5, 7, 4]",2,569,10011100010000000,5,5.085822442776251,30.556668962928427,3,3,66,8825,10011110010001000,7,4.684405345376791,30.84766444125394,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 2, 7, 4, 5]",4,689,10001101010000000,5,5.085822442776251,30.55666896292843,3,3,66,8945,10001111010001000,7,4.684405345376791,30.84766444125394,0,1,19,0.4014170973994595,7.892864957753693,2,2,0.4014170973994595
"[1, 6, 0, 3, 2, 7, 5, 4]",4,66225,10001101010000001,6,5.085822442776251,30.702166702091183,3,3,66,74481,10001111010001001,8,4.684405345376791,30.993162180416693,0,1,19,0.4014170973994595,7.892864957753693,2,2,0.4014170973994595
"[1, 6, 0, 3, 4, 2, 5, 7]",2,66101,10101100010000001,6,5.085822442776251,30.702166702091183,3,3,66,74357,10101110010001001,8,4.684405345376791,30.993162180416693,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 4, 2, 7, 5]",2,66109,10111100010000001,7,5.085822442776251,30.84766444125394,3,3,66,74365,10111110010001001,9,4.684405345376791,31.138659919579446,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 4, 5, 2, 7]",4,529,10001000010000000,3,5.085822442776251,30.26567348460292,3,3,66,8785,10001010010001000,5,4.684405345376791,30.55666896292843,0,1,19,0.4014170973994595,7.892864957753693,2,2,0.4014170973994595
"[1, 6, 0, 3, 4, 5, 7, 2]",4,537,10011000010000000,4,5.085822442776251,30.411171223765674,3,3,66,8793,10011010010001000,6,4.684405345376791,30.702166702091183,0,1,19,0.4014170973994595,7.892864957753693,2,2,0.4014170973994595
"[1, 6, 0, 3, 4, 7, 2, 5]",2,657,10001001010000000,4,5.085822442776251,30.411171223765677,3,3,66,8913,10001011010001000,6,4.684405345376791,30.702166702091183,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 4, 7, 5, 2]",2,665,10011001010000000,5,5.085822442776251,30.55666896292843,3,3,66,8921,10011011010001000,7,4.684405345376791,30.84766444125394,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 5, 2, 4, 7]",2,565,10101100010000000,5,5.085822442776251,30.55666896292843,3,3,66,8821,10101110010001000,7,4.684405345376791,30.84766444125394,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 5, 2, 7, 4]",2,573,10111100010000000,6,5.085822442776251,30.702166702091183,3,3,66,8829,10111110010001000,8,4.684405345376791,30.993162180416697,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 5, 4, 2, 7]",4,66065,10001000010000001,4,5.085822442776251,30.411171223765674,3,3,66,74321,10001010010001001,6,4.684405345376791,30.702166702091183,0,1,19,0.4014170973994595,7.892864957753693,2,2,0.4014170973994595
"[1, 6, 0, 3, 5, 4, 7, 2]",4,66073,10011000010000001,5,5.085822442776251,30.55666896292843,3,3,66,74329,10011010010001001,7,4.684405345376791,30.84766444125394,0,1,19,0.4014170973994595,7.892864957753693,2,2,0.4014170973994595
"[1, 6, 0, 3, 5, 7, 2, 4]",2,66193,10001001010000001,5,5.085822442776251,30.55666896292843,3,3,66,74449,10001011010001001,7,4.684405345376791,30.84766444125394,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 5, 7, 4, 2]",2,66201,10011001010000001,6,5.085822442776251,30.702166702091183,3,3,66,74457,10011011010001001,8,4.684405345376791,30.993162180416693,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 7, 2, 4, 5]",4,693,10101101010000000,6,5.085822442776251,30.702166702091183,3,3,66,8949,10101111010001000,8,4.684405345376791,30.993162180416697,0,1,19,0.4014170973994595,7.892864957753693,2,2,0.4014170973994595
"[1, 6, 0, 3, 7, 2, 5, 4]",4,66229,10101101010000001,7,5.085822442776251,30.84766444125394,3,3,66,74485,10101111010001001,9,4.684405345376791,31.13865991957945,0,1,19,0.4014170973994595,7.892864957753693,2,2,0.4014170973994595
"[1, 6, 0, 3, 7, 4, 2, 5]",2,661,10101001010000000,5,5.085822442776251,30.55666896292843,3,3,66,8917,10101011010001000,7,4.684405345376791,30.84766444125394,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 7, 4, 5, 2]",2,669,10111001010000000,6,5.085822442776251,30.702166702091183,3,3,66,8925,10111011010001000,8,4.684405345376791,30.993162180416697,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 7, 5, 2, 4]",2,66197,10101001010000001,6,5.085822442776251,30.702166702091183,3,3,66,74453,10101011010001001,8,4.684405345376791,30.993162180416697,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 3, 7, 5, 4, 2]",2,66205,10111001010000001,7,5.085822442776251,30.84766444125394,3,3,66,74461,10111011010001001,9,4.684405345376791,31.138659919579446,0,1,19,0.4014170973994595,7.892864957753693,1,1,0.4014170973994595
"[1, 6, 0, 4, 2, 3, 5, 7]",2,75377,10001110011001001,8,4.689320181939005,30.99316218041669,5,3,114,108149,10101110011001011,10,4.684405345376791,31.284157658742195,0,1,19,0.004914836562213587,0.10480914869373097,1,1,0.004914836562213587
"[1, 6, 0, 4, 2, 3, 7, 5]",2,75385,10011110011001001,9,4.689320181939005,31.138659919579446,5,3,114,108157,10111110011001011,11,4.684405345376791,31.429655397904952,0,1,19,0.004914836562213587,0.10480914869373097,1,1,0.004914836562213587
"[1, 6, 0, 4, 2, 5, 3, 7]",1,108117,10101010011001011,9,4.684405345376791,31.138659919579442,0,1,19,108117,10101010011001011,9,4.684405345376791,31.138659919579442,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 2, 5, 7, 3]",1,108125,10111010011001011,10,4.684405345376791,31.284157658742195,0,1,19,108125,10111010011001011,10,4.684405345376791,31.284157658742195,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 2, 7, 3, 5]",1,75513,10011111011001001,10,4.684405345376791,31.2841576587422,0,1,19,75513,10011111011001001,10,4.684405345376791,31.2841576587422,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 2, 7, 5, 3]",1,75505,10001111011001001,9,4.708069051520382,31.138659919579442,7,3,163,75505,10001111011001001,9,4.708069051520382,31.138659919579442,7,3,163,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 3, 2, 5, 7]",2,108145,10001110011001011,9,4.684405345376791,31.138659919579446,0,1,19,108145,10001110011001011,9,4.684405345376791,31.138659919579446,0,1,19,0.0,0.0,2,2,0.0
"[1, 6, 0, 4, 3, 2, 7, 5]",2,108153,10011110011001011,10,4.684405345376791,31.2841576587422,0,1,19,108153,10011110011001011,10,4.684405345376791,31.2841576587422,0,1,19,0.0,0.0,2,2,0.0
"[1, 6, 0, 4, 3, 5, 2, 7]",1,75349,10101010011001001,8,4.684405345376791,30.99316218041669,0,1,19,75349,10101010011001001,8,4.684405345376791,30.99316218041669,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 3, 5, 7, 2]",1,75357,10111010011001001,9,4.684405345376791,31.138659919579446,0,1,19,75357,10111010011001001,9,4.684405345376791,31.138659919579446,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 3, 7, 2, 5]",1,108281,10011111011001011,11,4.684405345376791,31.429655397904952,0,1,19,108281,10011111011001011,11,4.684405345376791,31.429655397904952,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 3, 7, 5, 2]",1,108273,10001111011001011,10,4.684405345376791,31.2841576587422,0,1,19,108273,10001111011001011,10,4.684405345376791,31.2841576587422,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 5, 2, 3, 7]",1,108113,10001010011001011,8,4.684405345376791,30.99316218041669,0,1,19,108113,10001010011001011,8,4.684405345376791,30.99316218041669,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 5, 2, 7, 3]",1,108121,10011010011001011,9,4.684405345376791,31.138659919579442,0,1,19,108121,10011010011001011,9,4.684405345376791,31.138659919579442,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 5, 3, 2, 7]",1,75345,10001010011001001,7,4.689320181939005,30.847664441253933,5,3,114,75345,10001010011001001,7,4.689320181939005,30.847664441253933,5,3,114,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 5, 3, 7, 2]",1,75353,10011010011001001,8,4.689320181939005,30.99316218041669,5,3,114,75353,10011010011001001,8,4.689320181939005,30.99316218041669,5,3,114,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 5, 7, 2, 3]",2,75473,10001011011001001,8,4.708069051520382,30.99316218041669,7,3,163,108249,10011011011001011,10,4.684405345376791,31.2841576587422,0,1,19,0.0236637061435907,0.5026202012892941,1,1,0.0236637061435907
"[1, 6, 0, 4, 5, 7, 3, 2]",2,108241,10001011011001011,9,4.684405345376791,31.138659919579446,0,1,19,108241,10001011011001011,9,4.684405345376791,31.138659919579446,0,1,19,0.0,0.0,2,2,0.0
"[1, 6, 0, 4, 7, 2, 3, 5]",1,75517,10111111011001001,11,4.684405345376791,31.429655397904956,0,1,19,75517,10111111011001001,11,4.684405345376791,31.429655397904956,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 7, 2, 5, 3]",1,75509,10101111011001001,10,4.708069051520382,31.2841576587422,7,3,163,75509,10101111011001001,10,4.708069051520382,31.2841576587422,7,3,163,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 7, 3, 2, 5]",1,108285,10111111011001011,12,4.684405345376791,31.57515313706771,0,1,19,108285,10111111011001011,12,4.684405345376791,31.57515313706771,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 7, 3, 5, 2]",1,108277,10101111011001011,11,4.684405345376791,31.429655397904952,0,1,19,108277,10101111011001011,11,4.684405345376791,31.429655397904952,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 4, 7, 5, 2, 3]",2,75477,10101011011001001,9,4.708069051520382,31.138659919579446,7,3,163,108253,10111011011001011,11,4.684405345376791,31.429655397904952,0,1,19,0.0236637061435907,0.5026202012892941,1,1,0.0236637061435907
"[1, 6, 0, 4, 7, 5, 3, 2]",2,108245,10101011011001011,10,4.684405345376791,31.2841576587422,0,1,19,108245,10101011011001011,10,4.684405345376791,31.2841576587422,0,1,19,0.0,0.0,2,2,0.0
"[1, 6, 0, 5, 2, 3, 4, 7]",2,9841,10001110011001000,7,4.689320181939005,30.847664441253936,5,3,114,42613,10101110011001010,9,4.684405345376791,31.138659919579446,0,1,19,0.004914836562213587,0.10480914869373097,1,1,0.004914836562213587
"[1, 6, 0, 5, 2, 3, 7, 4]",2,9849,10011110011001000,8,4.689320181939005,30.99316218041669,5,3,114,42621,10111110011001010,10,4.684405345376791,31.284157658742195,0,1,19,0.004914836562213587,0.10480914869373097,1,1,0.004914836562213587
"[1, 6, 0, 5, 2, 4, 3, 7]",1,42581,10101010011001010,8,4.684405345376791,30.99316218041669,0,1,19,42581,10101010011001010,8,4.684405345376791,30.99316218041669,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 2, 4, 7, 3]",1,42589,10111010011001010,9,4.684405345376791,31.138659919579446,0,1,19,42589,10111010011001010,9,4.684405345376791,31.138659919579446,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 2, 7, 3, 4]",1,9977,10011111011001000,9,4.684405345376791,31.138659919579446,0,1,19,9977,10011111011001000,9,4.684405345376791,31.138659919579446,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 2, 7, 4, 3]",1,9969,10001111011001000,8,4.708069051520382,30.99316218041669,7,3,163,9969,10001111011001000,8,4.708069051520382,30.99316218041669,7,3,163,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 3, 2, 4, 7]",2,42609,10001110011001010,8,4.684405345376791,30.99316218041669,0,1,19,42609,10001110011001010,8,4.684405345376791,30.99316218041669,0,1,19,0.0,0.0,2,2,0.0
"[1, 6, 0, 5, 3, 2, 7, 4]",2,42617,10011110011001010,9,4.684405345376791,31.138659919579446,0,1,19,42617,10011110011001010,9,4.684405345376791,31.138659919579446,0,1,19,0.0,0.0,2,2,0.0
"[1, 6, 0, 5, 3, 4, 2, 7]",1,9813,10101010011001000,7,4.684405345376791,30.84766444125394,0,1,19,9813,10101010011001000,7,4.684405345376791,30.84766444125394,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 3, 4, 7, 2]",1,9821,10111010011001000,8,4.684405345376791,30.99316218041669,0,1,19,9821,10111010011001000,8,4.684405345376791,30.99316218041669,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 3, 7, 2, 4]",1,42745,10011111011001010,10,4.684405345376791,31.284157658742203,0,1,19,42745,10011111011001010,10,4.684405345376791,31.284157658742203,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 3, 7, 4, 2]",1,42737,10001111011001010,9,4.684405345376791,31.138659919579446,0,1,19,42737,10001111011001010,9,4.684405345376791,31.138659919579446,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 4, 2, 3, 7]",1,42577,10001010011001010,7,4.684405345376791,30.847664441253933,0,1,19,42577,10001010011001010,7,4.684405345376791,30.847664441253933,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 4, 2, 7, 3]",1,42585,10011010011001010,8,4.684405345376791,30.99316218041669,0,1,19,42585,10011010011001010,8,4.684405345376791,30.99316218041669,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 4, 3, 2, 7]",1,9809,10001010011001000,6,4.689320181939005,30.702166702091183,5,3,114,9809,10001010011001000,6,4.689320181939005,30.702166702091183,5,3,114,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 4, 3, 7, 2]",1,9817,10011010011001000,7,4.689320181939005,30.847664441253936,5,3,114,9817,10011010011001000,7,4.689320181939005,30.847664441253936,5,3,114,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 4, 7, 2, 3]",2,9937,10001011011001000,7,4.708069051520382,30.847664441253936,7,3,163,42713,10011011011001010,9,4.684405345376791,31.138659919579446,0,1,19,0.0236637061435907,0.5026202012892941,1,1,0.0236637061435907
"[1, 6, 0, 5, 4, 7, 3, 2]",2,42705,10001011011001010,8,4.684405345376791,30.99316218041669,0,1,19,42705,10001011011001010,8,4.684405345376791,30.99316218041669,0,1,19,0.0,0.0,2,2,0.0
"[1, 6, 0, 5, 7, 2, 3, 4]",1,9981,10111111011001000,10,4.684405345376791,31.284157658742203,0,1,19,9981,10111111011001000,10,4.684405345376791,31.284157658742203,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 7, 2, 4, 3]",1,9973,10101111011001000,9,4.708069051520382,31.138659919579446,7,3,163,9973,10101111011001000,9,4.708069051520382,31.138659919579446,7,3,163,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 7, 3, 2, 4]",1,42749,10111111011001010,11,4.684405345376791,31.429655397904952,0,1,19,42749,10111111011001010,11,4.684405345376791,31.429655397904952,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 7, 3, 4, 2]",1,42741,10101111011001010,10,4.684405345376791,31.284157658742203,0,1,19,42741,10101111011001010,10,4.684405345376791,31.284157658742203,0,1,19,0.0,0.0,1,1,0.0
"[1, 6, 0, 5, 7, 4, 2, 3]",2,9941,10101011011001000,8,4.708069051520382,30.99316218041669,7,3,163,42717,10111011011001010,10,4.684405345376791,31.284157658742203,0,1,19,0.0236637061435907,0.5026202012892941,1,1,0.0236637061435907
"[1, 6, 0, 5, 7, 4, 3, 2]",2,42709,10101011011001010,9,4.684405345376791,31.138659919579446,0,1,19,42709,10101011011001010,9,4.684405345376791,31.138659919579446,0,1,19,0.0,0.0,2,2,0.0
"[1, 6, 0, 7, 2, 3, 4, 5]",4,2737,10001101010100000,6,5.181320181939005,30.702166702091183,5,3,117,35509,10101101010100010,8,4.991109957833809,30.993162180416697,4,2,107,0.19021022410519528,3.671076432763762,2,2,0.19021022410519528
"[1, 6, 0, 7, 2, 3, 5, 4]",4,68273,10001101010100001,7,5.181320181939005,30.84766444125394,5,3,117,101045,10101101010100011,9,4.991109957833809,31.138659919579446,4,2,107,0.19021022410519528,3.671076432763762,2,2,0.19021022410519528
"[1, 6, 0, 7, 2, 4, 3, 5]",2,68153,10011100010100001,7,4.951612218671055,30.84766444125394,6,3,144,68153,10011100010100001,7,4.951612218671055,30.84766444125394,6,3,144,0.0,0.0,1,1,0.03949773916275401
"[1, 6, 0, 7, 2, 4, 5, 3]",2,68145,10001100010100001,6,5.054571312357629,30.702166702091183,7,3,155,35485,10111001010100010,8,4.991109957833809,30.993162180416697,4,2,107,0.0634613545238194,1.2555239723033764,1,1,0.0634613545238194
"[1, 6, 0, 7, 2, 5, 3, 4]",2,2617,10011100010100000,6,4.951612218671055,30.702166702091183,6,3,144,2617,10011100010100000,6,4.951612218671055,30.702166702091183,6,3,144,0.0,0.0,1,1,0.03949773916275401
"[1, 6, 0, 7, 2, 5, 4, 3]",2,2609,10001100010100000,5,5.054571312357629,30.556668962928434,7,3,155,101021,10111001010100011,9,4.991109957833809,31.138659919579446,4,2,107,0.0634613545238194,1.2555239723033764,1,1,0.0634613545238194
"[1, 6, 0, 7, 3, 2, 4, 5]",4,35505,10001101010100010,7,5.094069051520382,30.84766444125394,5,2,118,2741,10101101010100000,7,5.078361088252433,30.84766444125394,4,3,106,0.015707963267948877,0.3083578787229172,2,2,0.015707963267948877
"[1, 6, 0, 7, 3, 2, 5, 4]",4,101041,10001101010100011,8,5.094069051520382,30.993162180416697,5,2,118,68277,10101101010100001,8,5.078361088252433,30.993162180416697,4,3,106,0.015707963267948877,0.3083578787229172,2,2,0.015707963267948877
"[1, 6, 0, 7, 3, 4, 2, 5]",2,100921,10011100010100011,8,4.864361088252433,30.993162180416697,6,2,145,100921,10011100010100011,8,4.864361088252433,30.993162180416697,6,2,145,0.0,0.0,1,1,0.2140000000000004
"[1, 6, 0, 7, 3, 4, 5, 2]",2,100913,10001100010100011,7,4.967320181939004,30.84766444125394,7,2,156,100913,10001100010100011,7,4.967320181939004,30.84766444125394,7,2,156,0.0,0.0,1,1,0.11104090631342878
"[1, 6, 0, 7, 3, 5, 2, 4]",2,35385,10011100010100010,7,4.864361088252433,30.84766444125394,6,2,145,35385,10011100010100010,7,4.864361088252433,30.84766444125394,6,2,145,0.0,0.0,1,1,0.2140000000000004
"[1, 6, 0, 7, 3, 5, 4, 2]",2,35377,10001100010100010,6,4.967320181939004,30.702166702091183,7,2,156,35377,10001100010100010,6,4.967320181939004,30.702166702091183,7,2,156,0.0,0.0,1,1,0.11104090631342878
"[1, 6, 0, 7, 4, 2, 3, 5]",2,35473,10001001010100010,6,5.094069051520382,30.702166702091183,5,2,118,68157,10111100010100001,8,4.951612218671055,30.993162180416697,6,3,144,0.14245683284932653,2.7965233962976748,1,1,0.14245683284932653
"[1, 6, 0, 7, 4, 2, 5, 3]",2,35481,10011001010100010,7,5.094069051520382,30.84766444125394,5,2,118,68149,10101100010100001,7,5.054571312357629,30.84766444125394,7,3,155,0.03949773916275312,0.7753671723583052,1,1,0.03949773916275312
"[1, 6, 0, 7, 4, 3, 2, 5]",2,2705,10001001010100000,5,5.181320181939005,30.556668962928427,5,3,117,100925,10111100010100011,9,4.864361088252433,31.138659919579446,6,2,145,0.31695909368657205,6.117342348218992,1,1,0.31695909368657205
"[1, 6, 0, 7, 4, 3, 5, 2]",2,2713,10011001010100000,6,5.181320181939005,30.702166702091183,5,3,117,100917,10101100010100011,8,4.967320181939004,30.99316218041669,7,2,156,0.2140000000000004,4.130221497331115,1,1,0.2140000000000004
"[1, 6, 0, 7, 4, 5, 2, 3]",4,2577,10001000010100000,4,5.054571312357629,30.411171223765677,7,3,155,35353,10011000010100010,6,4.864361088252433,30.702166702091183,6,2,145,0.19021022410519617,3.7631326644885235,2,2,0.19021022410519617
"[1, 6, 0, 7, 4, 5, 3, 2]",4,35345,10001000010100010,5,4.967320181939004,30.556668962928427,7,2,156,2585,10011000010100000,5,4.951612218671055,30.556668962928427,6,3,144,0.015707963267948877,0.3162261076920803,2,2,0.015707963267948877
"[1, 6, 0, 7, 5, 2, 3, 4]",2,101009,10001001010100011,7,5.094069051520382,30.84766444125394,5,2,118,2621,10111100010100000,7,4.951612218671055,30.84766444125394,6,3,144,0.14245683284932653,2.7965233962976748,1,1,0.14245683284932653
"[1, 6, 0, 7, 5, 2, 4, 3]",2,101017,10011001010100011,8,5.094069051520382,30.99316218041669,5,2,118,2613,10101100010100000,6,5.054571312357629,30.70216670209119,7,3,155,0.03949773916275312,0.7753671723583052,1,1,0.03949773916275312
"[1, 6, 0, 7, 5, 3, 2, 4]",2,68241,10001001010100001,6,5.181320181939005,30.702166702091183,5,3,117,35389,10111100010100010,8,4.864361088252433,30.99316218041669,6,2,145,0.31695909368657205,6.117342348218992,1,1,0.31695909368657205
"[1, 6, 0, 7, 5, 3, 4, 2]",2,68249,10011001010100001,7,5.181320181939005,30.84766444125394,5,3,117,35381,10101100010100010,7,4.967320181939004,30.84766444125394,7,2,156,0.2140000000000004,4.130221497331115,1,1,0.2140000000000004
"[1, 6, 0, 7, 5, 4, 2, 3]",4,68113,10001000010100001,5,5.054571312357629,30.556668962928434,7,3,155,100889,10011000010100011,7,4.864361088252433,30.84766444125394,6,2,145,0.19021022410519617,3.7631326644885235,2,2,0.19021022410519617
"[1, 6, 0, 7, 5, 4, 3, 2]",4,100881,10001000010100011,6,4.967320181939004,30.702166702091183,7,2,156,68121,10011000010100001,6,4.951612218671055,30.702166702091183,6,3,144,0.015707963267948877,0.3162261076920803,2,2,0.015707963267948877
